Time,Setpoint,Measurement,Output,Error
27.910,10.000,9.251,7.491,0.749
27.920,10.000,9.253,7.473,0.747
27.930,10.000,9.203,7.967,0.797
27.940,10.000,9.188,8.117,0.812
27.950,10.000,9.279,7.206,0.721
27.960,10.000,9.278,7.217,0.722
27.970,10.000,9.265,7.354,0.735
27.980,10.000,9.207,7.933,0.793
27.990,10.000,9.258,7.424,0.742
28.000,10.000,9.262,7.381,0.738
28.010,10.000,9.250,7.497,0.750
28.020,10.000,9.237,7.632,0.763
28.030,10.000,9.201,7.990,0.799
28.040,10.000,9.220,7.805,0.780
28.050,10.000,9.227,7.730,0.773
28.060,10.000,9.273,7.271,0.727
28.070,10.000,9.204,7.964,0.796
28.080,10.000,9.180,8.197,0.820
28.090,10.000,9.266,7.342,0.734
28.100,10.000,9.220,7.797,0.780
28.110,10.000,9.227,7.729,0.773
28.120,10.000,9.218,7.821,0.782
28.130,10.000,9.227,7.729,0.773
28.140,10.000,9.201,7.991,0.799
28.150,10.000,9.238,7.620,0.762
28.160,10.000,9.215,7.849,0.785
28.170,10.000,9.191,8.093,0.809
28.180,10.000,9.271,7.286,0.729
28.190,10.000,9.225,7.752,0.775
28.200,10.000,9.257,7.430,0.743
28.210,10.000,9.272,7.282,0.728
28.220,10.000,9.191,8.095,0.809
28.230,10.000,9.228,7.723,0.772
28.240,10.000,9.196,8.037,0.804
28.250,10.000,9.203,7.971,0.797
28.260,10.000,9.228,7.722,0.772
28.270,10.000,9.198,8.017,0.802
28.280,10.000,9.194,8.062,0.806
28.290,10.000,9.263,7.365,0.737
28.300,10.000,9.281,7.189,0.719
28.310,10.000,9.278,7.224,0.722
28.320,10.000,9.232,7.676,0.768
28.330,10.000,9.240,7.603,0.760
28.340,10.000,9.203,7.968,0.797
28.350,10.000,9.279,7.208,0.721
28.360,10.000,9.190,8.096,0.810
28.370,10.000,9.203,7.975,0.797
28.380,10.000,9.212,7.883,0.788
28.390,10.000,9.202,7.980,0.798
28.400,10.000,9.196,8.041,0.804
28.410,10.000,9.262,7.380,0.738
28.420,10.000,9.255,7.446,0.745
28.430,10.000,9.237,7.634,0.763
28.440,10.000,9.209,7.914,0.791
28.450,10.000,9.279,7.211,0.721
28.460,10.000,9.194,8.060,0.806
28.470,10.000,9.246,7.539,0.754
28.480,10.000,9.189,8.112,0.811
28.490,10.000,9.188,8.125,0.812
28.500,10.000,9.196,8.042,0.804
28.510,10.000,9.273,7.267,0.727
28.520,10.000,9.283,7.166,0.717
28.530,10.000,9.207,7.929,0.793
28.540,10.000,9.219,7.813,0.781
28.550,10.000,9.200,7.995,0.800
28.560,10.000,9.234,7.664,0.766
28.570,10.000,9.267,7.331,0.733
28.580,10.000,9.216,7.840,0.784
28.590,10.000,9.242,7.581,0.758
28.600,10.000,9.242,7.579,0.758
28.610,10.000,9.212,7.876,0.788
28.620,10.000,9.238,7.621,0.762
28.630,10.000,9.196,8.040,0.804
28.640,10.000,9.276,7.235,0.724
28.650,10.000,9.262,7.378,0.738
28.660,10.000,9.193,8.069,0.807
28.670,10.000,9.188,8.122,0.812
28.680,10.000,9.189,8.114,0.811
28.690,10.000,9.231,7.686,0.769
28.700,10.000,9.213,7.870,0.787
28.710,10.000,9.204,7.957,0.796
28.720,10.000,9.210,7.898,0.790
28.730,10.000,9.288,7.117,0.712
28.740,10.000,9.258,7.421,0.742
28.750,10.000,9.233,7.671,0.767
28.760,10.000,9.279,7.214,0.721
28.770,10.000,9.267,7.332,0.733
28.780,10.000,9.191,8.088,0.809
28.790,10.000,9.283,7.169,0.717
28.800,10.000,9.267,7.328,0.733
28.810,10.000,9.197,8.027,0.803
28.820,10.000,9.264,7.357,0.736
28.830,10.000,9.262,7.378,0.738
28.840,10.000,9.220,7.805,0.780
28.850,10.000,9.195,8.047,0.805
28.860,10.000,9.279,7.215,0.721
28.870,10.000,9.266,7.338,0.734
28.880,10.000,9.273,7.273,0.727
28.890,10.000,9.203,7.974,0.797
28.900,10.000,9.220,7.801,0.780
28.910,10.000,9.230,7.700,0.770
28.920,10.000,9.233,7.665,0.767
28.930,10.000,9.273,7.267,0.727
28.940,10.000,9.239,7.613,0.761
28.950,10.000,9.220,7.799,0.780
28.960,10.000,9.249,7.507,0.751
28.970,10.000,9.249,7.510,0.751
28.980,10.000,9.222,7.778,0.778
28.990,10.000,9.249,7.505,0.751
29.000,10.000,9.190,8.105,0.810
29.010,10.000,9.248,7.520,0.752
29.020,10.000,9.264,7.360,0.736
29.030,10.000,9.208,7.925,0.792
29.040,10.000,9.242,7.582,0.758
29.050,10.000,9.231,7.687,0.769
29.060,10.000,9.253,7.465,0.747
29.070,10.000,9.231,7.691,0.769
29.080,10.000,9.212,7.880,0.788
29.090,10.000,9.262,7.380,0.738
29.100,10.000,9.228,7.716,0.772
29.110,10.000,9.197,8.030,0.803
29.120,10.000,9.180,8.197,0.820
29.130,10.000,9.216,7.835,0.784
29.140,10.000,9.186,8.143,0.814
29.150,10.000,9.229,7.712,0.771
29.160,10.000,9.237,7.628,0.763
29.170,10.000,9.186,8.138,0.814
29.180,10.000,9.220,7.802,0.780
29.190,10.000,9.237,7.627,0.763
29.200,10.000,9.219,7.813,0.781
29.210,10.000,9.266,7.341,0.734
29.220,10.000,9.190,8.100,0.810
29.230,10.000,9.278,7.223,0.722
29.240,10.000,9.261,7.387,0.739
29.250,10.000,9.254,7.463,0.746
29.260,10.000,9.219,7.807,0.781
29.270,10.000,9.235,7.650,0.765
29.280,10.000,9.230,7.703,0.770
29.290,10.000,9.271,7.288,0.729
29.300,10.000,9.210,7.896,0.790
29.310,10.000,9.248,7.523,0.752
29.320,10.000,9.244,7.560,0.756
29.330,10.000,9.202,7.981,0.798
29.340,10.000,9.185,8.148,0.815
29.350,10.000,9.218,7.820,0.782
29.360,10.000,9.268,7.324,0.732
29.370,10.000,9.269,7.309,0.731
29.380,10.000,9.176,8.244,0.824
29.390,10.000,9.209,7.912,0.791
29.400,10.000,9.263,7.373,0.737
29.410,10.000,9.238,7.622,0.762
29.420,10.000,9.236,7.644,0.764
29.430,10.000,9.269,7.309,0.731
29.440,10.000,9.177,8.231,0.823
29.450,10.000,9.247,7.532,0.753
29.460,10.000,9.220,7.801,0.780
29.470,10.000,9.239,7.610,0.761
29.480,10.000,9.255,7.455,0.745
29.490,10.000,9.258,7.419,0.742
29.500,10.000,9.192,8.083,0.808
29.510,10.000,9.192,8.082,0.808
29.520,10.000,9.246,7.543,0.754
29.530,10.000,9.206,7.938,0.794
29.540,10.000,9.191,8.093,0.809
29.550,10.000,9.231,7.689,0.769
29.560,10.000,9.187,8.134,0.813
29.570,10.000,9.239,7.607,0.761
29.580,10.000,9.192,8.083,0.808
29.590,10.000,9.245,7.554,0.755
29.600,10.000,9.235,7.649,0.765
29.610,10.000,9.229,7.706,0.771
29.620,10.000,9.216,7.840,0.784
29.630,10.000,9.205,7.945,0.795
29.640,10.000,9.260,7.397,0.740
29.650,10.000,9.227,7.734,0.773
29.660,10.000,9.245,7.545,0.755
29.670,10.000,9.247,7.534,0.753
29.680,10.000,9.217,7.825,0.783
29.690,10.000,9.246,7.543,0.754
29.700,10.000,9.277,7.233,0.723
29.710,10.000,9.198,8.017,0.802
29.720,10.000,9.205,7.953,0.795
29.730,10.000,9.236,7.636,0.764
29.740,10.000,9.194,8.058,0.806
29.750,10.000,9.211,7.891,0.789
29.760,10.000,9.209,7.911,0.791
29.770,10.000,9.242,7.576,0.758
29.780,10.000,9.275,7.254,0.725
29.790,10.000,9.285,7.153,0.715
29.800,10.000,9.219,7.814,0.781
29.810,10.000,9.187,8.125,0.813
29.820,10.000,9.201,7.994,0.799
29.830,10.000,9.191,8.089,0.809
29.840,10.000,9.223,7.770,0.777
29.850,10.000,9.217,7.831,0.783
29.860,10.000,9.244,7.556,0.756
29.870,10.000,9.229,7.714,0.771
29.880,10.000,9.272,7.277,0.728
29.890,10.000,9.249,7.506,0.751
29.900,10.000,9.284,7.162,0.716
29.910,10.000,9.216,7.845,0.784
29.920,10.000,9.191,8.092,0.809
29.930,10.000,9.215,7.847,0.785
29.940,10.000,9.240,7.604,0.760
29.950,10.000,9.267,7.333,0.733
29.960,10.000,9.255,7.453,0.745
29.970,10.000,9.195,8.046,0.805
29.980,10.000,9.227,7.728,0.773
29.990,10.000,9.189,8.105,0.811
